example,worker,label
309,A2H3M1JVY991Q3,0
309,A1TTA3N401CZTS,0
309,A3TSHG5R492EHU,0
309,A1SCNO7L71ITFY,1
310,A1SCNO7L71ITFY,1
310,A17G2QHR8AH5VV,0
310,A32JS1R9V5LB78,0
310,A3OZ8KF0HWSVWK,0
310,ARX0S1CIDJLOX,0
311,A3SWVCOJPJM7KQ,1
311,A1SCNO7L71ITFY,1
311,A1YW00TFC187CC,1
311,A1C8QK1FPEOOZN,1
311,A3TSHG5R492EHU,0
312,A1SCNO7L71ITFY,1
312,A17G2QHR8AH5VV,0
312,A39LJRF4LGAIX5,1
312,A3CMYDBINK8ZS2,1
312,A2QNS7MODF0A2N,1
313,A29PMRCRJ7Q9ZD,0
313,A3OZ8KF0HWSVWK,0
313,A3TSHG5R492EHU,0
313,A2P37651146LL5,1
313,A1SCNO7L71ITFY,0
314,A2H3M1JVY991Q3,1
314,A3TSHG5R492EHU,0
314,A3OZ8KF0HWSVWK,0
314,A1SCNO7L71ITFY,0
314,A20JR0E01UKKDC,0
315,A3QTDW5WP4GFKV,1
315,A2460QZM5TZC4V,1
315,A17G2QHR8AH5VV,0
315,A1OI81FMMZ26J7,1
315,A1SCNO7L71ITFY,1
316,A3OZ8KF0HWSVWK,1
316,A3CMYDBINK8ZS2,1
316,A1SCNO7L71ITFY,1
316,ARX0S1CIDJLOX,1
316,A1264GOK2Z3WSE,1
317,A3TSHG5R492EHU,0
317,A29PMRCRJ7Q9ZD,0
317,A2F0NZQ8F9ON8C,0
317,A1OI81FMMZ26J7,0
317,A3OZ8KF0HWSVWK,0
318,A3QTDW5WP4GFKV,0
318,A17G2QHR8AH5VV,0
318,AADB14P6ZCSOC,0
318,A3TSHG5R492EHU,0
318,A20JR0E01UKKDC,0
319,AF3G0V1QQAU80,0
319,A3TSHG5R492EHU,0
319,A25JF6K0WTD7RD,0
319,ARX0S1CIDJLOX,0
319,A17G2QHR8AH5VV,0
320,A3TSHG5R492EHU,0
320,A1YW00TFC187CC,0
320,A3QTDW5WP4GFKV,0
320,A2QNS7MODF0A2N,0
320,A1OI81FMMZ26J7,0
321,A29PMRCRJ7Q9ZD,1
321,A2QNS7MODF0A2N,1
321,A1SCNO7L71ITFY,1
321,A3TSHG5R492EHU,0
321,A37TAQZGFFIPF6,1
322,A3TSHG5R492EHU,0
322,A2NBP5OTOYX3WK,1
322,A2F0NZQ8F9ON8C,0
322,A25JF6K0WTD7RD,1
322,A8JXHGJIXG2NQ,1
323,A3CFNUD7VR2E1E,0
323,A3OZ8KF0HWSVWK,0
323,A3TSHG5R492EHU,0
323,A1SCNO7L71ITFY,0
323,A17G2QHR8AH5VV,0
324,A1SCNO7L71ITFY,0
324,A2QNS7MODF0A2N,0
324,A2NBP5OTOYX3WK,0
324,A3QTDW5WP4GFKV,0
324,A2460QZM5TZC4V,0
325,A3P08N6X9HDJ2V,0
325,A1SCNO7L71ITFY,0
325,AF3G0V1QQAU80,1
325,A25JF6K0WTD7RD,0
325,A3TSHG5R492EHU,0
326,A2QNS7MODF0A2N,0
326,A1OI81FMMZ26J7,0
326,A1SCNO7L71ITFY,1
326,A39LJRF4LGAIX5,1
326,A3TSHG5R492EHU,1
327,AF3G0V1QQAU80,0
327,A3CMYDBINK8ZS2,0
327,A3TSHG5R492EHU,0
327,A26UFW98CIYDOI,0
327,A2QNS7MODF0A2N,0
328,A29PMRCRJ7Q9ZD,1
328,A2H3M1JVY991Q3,0
328,A3QTDW5WP4GFKV,0
328,A1SCNO7L71ITFY,0
328,AADB14P6ZCSOC,0
329,A1D67BJW63N47G,0
329,A20JR0E01UKKDC,0
329,A2NBP5OTOYX3WK,0
329,ARX0S1CIDJLOX,0
329,A3U1K9X1LXA5JA,0
330,A1SCNO7L71ITFY,0
330,A1TTA3N401CZTS,0
330,AJWKHL2B85PZ9,0
330,A2H3M1JVY991Q3,0
330,A3TSHG5R492EHU,0
331,A29PMRCRJ7Q9ZD,0
331,A17G2QHR8AH5VV,0
331,A3OZ8KF0HWSVWK,0
331,AADB14P6ZCSOC,1
331,A3TSHG5R492EHU,0
332,A3QTDW5WP4GFKV,1
332,A29PMRCRJ7Q9ZD,1
332,A1SCNO7L71ITFY,0
332,AJWKHL2B85PZ9,0
332,A2NBP5OTOYX3WK,1
333,A29PMRCRJ7Q9ZD,1
333,A3CFNUD7VR2E1E,1
333,A3TSHG5R492EHU,1
333,A1YW00TFC187CC,1
333,A37TAQZGFFIPF6,1
334,A3U1K9X1LXA5JA,1
334,A1YW00TFC187CC,1
334,A2NBP5OTOYX3WK,1
334,A3TSHG5R492EHU,1
334,ARX0S1CIDJLOX,1
335,A1SCNO7L71ITFY,0
335,A3TSHG5R492EHU,0
335,A2P37651146LL5,0
335,A1NQT28GZTFLGA,0
335,A3OZ8KF0HWSVWK,0
336,A29PMRCRJ7Q9ZD,0
336,A1SCNO7L71ITFY,0
336,A1C8QK1FPEOOZN,0
336,A3TSHG5R492EHU,0
336,A3HQX4BG2WZFTU,0
337,AADB14P6ZCSOC,0
337,A3TSHG5R492EHU,0
337,A3QTDW5WP4GFKV,0
337,A1C8QK1FPEOOZN,0
337,A3U1K9X1LXA5JA,0
338,A1SCNO7L71ITFY,0
338,A17G2QHR8AH5VV,0
338,A2460QZM5TZC4V,1
338,A3TSHG5R492EHU,0
338,A2N2KQXUPLNDWI,0
339,A2460QZM5TZC4V,0
339,A1SCNO7L71ITFY,0
339,A37TAQZGFFIPF6,0
339,A3TSHG5R492EHU,0
339,A29PMRCRJ7Q9ZD,0
340,A1YW00TFC187CC,0
340,ARX0S1CIDJLOX,0
340,A3SWVCOJPJM7KQ,0
340,A1SCNO7L71ITFY,0
340,A3TSHG5R492EHU,0
341,A1SCNO7L71ITFY,1
341,A2QNS7MODF0A2N,1
341,A37TAQZGFFIPF6,1
341,ARX0S1CIDJLOX,1
341,A29PMRCRJ7Q9ZD,1
342,A3TSHG5R492EHU,0
342,A1SCNO7L71ITFY,0
342,A1YW00TFC187CC,0
342,A1OI81FMMZ26J7,0
342,A3QJWBEC5A5OEG,0
343,A1SCNO7L71ITFY,0
343,A3CFNUD7VR2E1E,1
343,A20JR0E01UKKDC,0
343,A3TSHG5R492EHU,0
343,A1OI81FMMZ26J7,0
344,A1SCNO7L71ITFY,0
344,A3TSHG5R492EHU,0
344,A17G2QHR8AH5VV,0
344,A3QTDW5WP4GFKV,1
344,A37TAQZGFFIPF6,0
345,A3HQX4BG2WZFTU,0
345,A3OZ8KF0HWSVWK,0
345,A1SCNO7L71ITFY,0
345,A2SB5KUOAGU70U,0
345,A2460QZM5TZC4V,0
346,A2NBP5OTOYX3WK,1
346,A3OZ8KF0HWSVWK,0
346,A2H3M1JVY991Q3,1
346,A37TAQZGFFIPF6,1
346,A29PMRCRJ7Q9ZD,1
347,A2NBP5OTOYX3WK,0
347,A2H3M1JVY991Q3,0
347,A3U1K9X1LXA5JA,0
347,AADB14P6ZCSOC,0
347,A3OZ8KF0HWSVWK,0
348,A3OZ8KF0HWSVWK,0
348,A2P37651146LL5,0
348,ARX0S1CIDJLOX,0
348,A1YW00TFC187CC,0
348,A3TSHG5R492EHU,0
349,A3TSHG5R492EHU,0
349,A1SCNO7L71ITFY,0
349,A3CFNUD7VR2E1E,0
349,A1C8QK1FPEOOZN,0
349,A25JF6K0WTD7RD,0
350,A1SCNO7L71ITFY,1
350,A29PMRCRJ7Q9ZD,1
350,A2YBJXNHCSQ5PL,1
350,A3TSHG5R492EHU,0
350,A2H3M1JVY991Q3,1
351,A3TSHG5R492EHU,0
351,A1SCNO7L71ITFY,1
351,AB5C1BRQTC19Q,1
351,A2SB5KUOAGU70U,1
351,A14PY6OO6SQ3K0,1
352,A3TSHG5R492EHU,0
352,A17G2QHR8AH5VV,0
352,A39PPFQ1L7N6OQ,1
352,A2QNS7MODF0A2N,0
352,A29PMRCRJ7Q9ZD,0
353,A3TSHG5R492EHU,0
353,A2QNS7MODF0A2N,1
353,A1C8QK1FPEOOZN,0
353,A37TAQZGFFIPF6,1
353,A3SWVCOJPJM7KQ,1
354,A1D67BJW63N47G,0
354,A1SCNO7L71ITFY,0
354,A37TAQZGFFIPF6,0
354,ARX0S1CIDJLOX,0
354,A2QNS7MODF0A2N,0
355,A29PMRCRJ7Q9ZD,1
355,A2QNS7MODF0A2N,0
355,AQ3M9XJK8WOII,0
355,A3TSHG5R492EHU,0
355,A2NBP5OTOYX3WK,0
356,A1YW00TFC187CC,0
356,ARX0S1CIDJLOX,0
356,A2NBP5OTOYX3WK,0
356,A3CFNUD7VR2E1E,0
356,A3TSHG5R492EHU,0
357,A1SCNO7L71ITFY,1
357,A2NBP5OTOYX3WK,1
357,A3TSHG5R492EHU,0
357,A243EPKB9EW005,1
357,A17G2QHR8AH5VV,0
358,A3OZ8KF0HWSVWK,0
358,A29PMRCRJ7Q9ZD,0
358,A2H3M1JVY991Q3,1
358,A1SCNO7L71ITFY,1
358,A2NBP5OTOYX3WK,1
359,AB5C1BRQTC19Q,1
359,A3TSHG5R492EHU,0
359,A3CFNUD7VR2E1E,1
359,A29PMRCRJ7Q9ZD,0
359,A1OI81FMMZ26J7,0
360,A2H3M1JVY991Q3,1
360,A3HQX4BG2WZFTU,1
360,A3U1K9X1LXA5JA,1
360,A2460QZM5TZC4V,1
360,A1SCNO7L71ITFY,1
361,A1SCNO7L71ITFY,0
361,A3TSHG5R492EHU,0
361,A2N2KQXUPLNDWI,0
361,AADB14P6ZCSOC,0
361,A3CFNUD7VR2E1E,0
362,A17G2QHR8AH5VV,0
362,AVEBPYUX1GZYK,0
362,A3TSHG5R492EHU,0
362,A29PMRCRJ7Q9ZD,0
362,A1SCNO7L71ITFY,0
363,A3TSHG5R492EHU,1
363,A3OZ8KF0HWSVWK,1
363,A1SCNO7L71ITFY,1
363,A2NBP5OTOYX3WK,1
363,A37TAQZGFFIPF6,1
364,A2F0NZQ8F9ON8C,1
364,A2NBP5OTOYX3WK,1
364,A1SCNO7L71ITFY,0
364,A3TSHG5R492EHU,1
364,A1264GOK2Z3WSE,1
365,A3TSHG5R492EHU,0
365,A3SWVCOJPJM7KQ,0
365,A1C8QK1FPEOOZN,0
365,A2NBP5OTOYX3WK,0
365,A3OZ8KF0HWSVWK,0
366,A2H3M1JVY991Q3,1
366,A29PMRCRJ7Q9ZD,1
366,ARX0S1CIDJLOX,0
366,A2F0NZQ8F9ON8C,0
366,A1SCNO7L71ITFY,1
367,A2F0NZQ8F9ON8C,0
367,A17G2QHR8AH5VV,0
367,A20JR0E01UKKDC,0
367,A1SCNO7L71ITFY,0
367,A2NBP5OTOYX3WK,0
368,A3OZ8KF0HWSVWK,1
368,A3TSHG5R492EHU,0
368,A3P08N6X9HDJ2V,1
368,A2QNS7MODF0A2N,1
368,A1SCNO7L71ITFY,1
369,ARX0S1CIDJLOX,0
369,A1SCNO7L71ITFY,0
369,A2NBP5OTOYX3WK,0
369,A3TSHG5R492EHU,0
369,A3CMYDBINK8ZS2,0
370,A2H3M1JVY991Q3,1
370,A37TAQZGFFIPF6,0
370,A2YBJXNHCSQ5PL,0
370,A3TSHG5R492EHU,0
370,A3QTDW5WP4GFKV,0
371,A3CFNUD7VR2E1E,0
371,A3OZ8KF0HWSVWK,1
371,A3TSHG5R492EHU,0
371,AF3G0V1QQAU80,0
371,A29PMRCRJ7Q9ZD,1
372,A20JR0E01UKKDC,1
372,A2P37651146LL5,1
372,A29PMRCRJ7Q9ZD,0
372,A3OZ8KF0HWSVWK,1
372,A3D8YDQP3CFFT,1
373,A2QNS7MODF0A2N,1
373,A3TSHG5R492EHU,0
373,A2H3M1JVY991Q3,1
373,A1YW00TFC187CC,1
373,A1SCNO7L71ITFY,1
374,ARESAM9NV8479,1
374,AB5C1BRQTC19Q,1
374,A296F95XZ8N4S6,1
374,A1SCNO7L71ITFY,1
374,A3TSHG5R492EHU,1
375,A3TSHG5R492EHU,0
375,A2460QZM5TZC4V,0
375,A1YW00TFC187CC,0
375,A2P37651146LL5,0
375,A2H3M1JVY991Q3,0
376,A3OZ8KF0HWSVWK,1
376,A2H3M1JVY991Q3,1
376,A2NBP5OTOYX3WK,1
376,A3TSHG5R492EHU,1
376,A2460QZM5TZC4V,1
377,A29PMRCRJ7Q9ZD,0
377,A1SCNO7L71ITFY,0
377,A39LJRF4LGAIX5,1
377,A3TSHG5R492EHU,0
377,A2QNS7MODF0A2N,0
378,A2F0NZQ8F9ON8C,1
378,A36N8WJKIGNKT0,1
378,A2P37651146LL5,1
378,A3TSHG5R492EHU,0
378,A1YW00TFC187CC,1
379,A3D8YDQP3CFFT,0
379,A1SCNO7L71ITFY,0
379,A3TSHG5R492EHU,0
379,A3U1K9X1LXA5JA,0
379,A52AHJEUWFSA2,0
380,A3TSHG5R492EHU,0
380,A2QNS7MODF0A2N,0
380,A2H3M1JVY991Q3,0
380,A1SCNO7L71ITFY,1
380,A3P08N6X9HDJ2V,0
381,A1OI81FMMZ26J7,0
381,A1264GOK2Z3WSE,0
381,A3TSHG5R492EHU,0
381,A3CFNUD7VR2E1E,0
381,A29PMRCRJ7Q9ZD,0
382,AJWKHL2B85PZ9,0
382,A29PMRCRJ7Q9ZD,0
382,A3TSHG5R492EHU,0
382,A2H3M1JVY991Q3,0
382,A3QTDW5WP4GFKV,0
383,AJWKHL2B85PZ9,0
383,A1SCNO7L71ITFY,0
383,A1YW00TFC187CC,0
383,A3CFNUD7VR2E1E,0
383,A3TSHG5R492EHU,0
384,A14PY6OO6SQ3K0,0
384,A3CFNUD7VR2E1E,1
384,A3TSHG5R492EHU,0
384,A2H3M1JVY991Q3,1
384,A1SCNO7L71ITFY,0
385,AADB14P6ZCSOC,1
385,A1SCNO7L71ITFY,1
385,A3OZ8KF0HWSVWK,1
385,A2NBP5OTOYX3WK,1
385,A3CMYDBINK8ZS2,1
386,A3TSHG5R492EHU,0
386,A2460QZM5TZC4V,1
386,A2F0NZQ8F9ON8C,0
386,A1SCNO7L71ITFY,0
386,A2P37651146LL5,0
387,A1SCNO7L71ITFY,1
387,A3QTDW5WP4GFKV,1
387,A3U1K9X1LXA5JA,1
387,A3TSHG5R492EHU,0
387,A2N2KQXUPLNDWI,1
388,ARX0S1CIDJLOX,1
388,A3QTDW5WP4GFKV,1
388,A29PMRCRJ7Q9ZD,1
388,A3TSHG5R492EHU,1
388,AADB14P6ZCSOC,1
389,A1SCNO7L71ITFY,0
389,A2NBP5OTOYX3WK,0
389,A1YW00TFC187CC,0
389,A3TSHG5R492EHU,0
389,A2QNS7MODF0A2N,0
390,A32JS1R9V5LB78,0
390,A2NBP5OTOYX3WK,0
390,A1SCNO7L71ITFY,0
390,A3MXBLYX2CDGTP,0
390,A1OI81FMMZ26J7,0
391,A3TSHG5R492EHU,0
391,A2H3M1JVY991Q3,1
391,AADB14P6ZCSOC,1
391,A2YBJXNHCSQ5PL,0
391,A29PMRCRJ7Q9ZD,1
392,A2460QZM5TZC4V,0
392,A20JR0E01UKKDC,1
392,A2F0NZQ8F9ON8C,1
392,A1SCNO7L71ITFY,0
392,ARX0S1CIDJLOX,0
393,A3TSHG5R492EHU,0
393,A37TAQZGFFIPF6,0
393,A1YW00TFC187CC,0
393,A1SCNO7L71ITFY,0
393,A3U1K9X1LXA5JA,0
394,A2H3M1JVY991Q3,1
394,A1SCNO7L71ITFY,1
394,A29PMRCRJ7Q9ZD,1
394,A2460QZM5TZC4V,1
394,A26UFW98CIYDOI,1
395,A296F95XZ8N4S6,0
395,AROJE6P94TZ9Q,0
395,A37TAQZGFFIPF6,0
395,A2QNS7MODF0A2N,0
395,A3TSHG5R492EHU,0
396,A1SCNO7L71ITFY,0
396,AJWKHL2B85PZ9,0
396,A2NBP5OTOYX3WK,1
396,ARX0S1CIDJLOX,0
396,A2460QZM5TZC4V,1
397,A17G2QHR8AH5VV,0
397,A37TAQZGFFIPF6,1
397,AJWKHL2B85PZ9,0
397,A1SCNO7L71ITFY,1
397,A3QTDW5WP4GFKV,0
398,A17G2QHR8AH5VV,0
398,A1SCNO7L71ITFY,1
398,A29PMRCRJ7Q9ZD,1
398,A39LJRF4LGAIX5,0
398,A1C8QK1FPEOOZN,1
399,A1SCNO7L71ITFY,1
399,ARX0S1CIDJLOX,1
399,A2H3M1JVY991Q3,1
399,A2F0NZQ8F9ON8C,1
399,A2NBP5OTOYX3WK,1
400,A2H3M1JVY991Q3,1
400,A2NBP5OTOYX3WK,1
400,A29PMRCRJ7Q9ZD,1
400,A1SCNO7L71ITFY,1
400,A3TSHG5R492EHU,0
601,AF3G0V1QQAU80,0
601,A3TSHG5R492EHU,0
601,A1SCNO7L71ITFY,1
601,A3U1K9X1LXA5JA,0
601,A1264GOK2Z3WSE,0
602,A1SCNO7L71ITFY,0
602,ARX0S1CIDJLOX,0
602,A1YW00TFC187CC,0
602,A3TSHG5R492EHU,0
602,A3QTDW5WP4GFKV,0
603,A2N2KQXUPLNDWI,0
603,A2460QZM5TZC4V,0
603,A3OZ8KF0HWSVWK,0
603,A1OI81FMMZ26J7,0
603,A17G2QHR8AH5VV,0
604,A1C8QK1FPEOOZN,1
604,A3U1K9X1LXA5JA,0
604,A1SCNO7L71ITFY,0
604,A3TSHG5R492EHU,0
604,A2QNS7MODF0A2N,0
605,A3OZ8KF0HWSVWK,0
605,A2H3M1JVY991Q3,1
605,A1YW00TFC187CC,0
605,A2460QZM5TZC4V,0
605,A1C8QK1FPEOOZN,0
606,A3TSHG5R492EHU,0
606,A2N2KQXUPLNDWI,0
606,A3D8YDQP3CFFT,0
606,A3CMYDBINK8ZS2,0
606,A3P08N6X9HDJ2V,0
607,A3CMYDBINK8ZS2,1
607,A32JS1R9V5LB78,1
607,AADB14P6ZCSOC,1
607,A1OI81FMMZ26J7,1
607,A1SCNO7L71ITFY,0
608,A2H3M1JVY991Q3,0
608,A3OZ8KF0HWSVWK,0
608,A2QNS7MODF0A2N,1
608,A1YW00TFC187CC,1
608,A3TSHG5R492EHU,0
609,A17G2QHR8AH5VV,0
609,A37TAQZGFFIPF6,1
609,A3CMYDBINK8ZS2,1
609,A3OZ8KF0HWSVWK,0
609,A1OI81FMMZ26J7,1
610,A25JF6K0WTD7RD,0
610,ARX0S1CIDJLOX,0
610,A3TSHG5R492EHU,0
610,A29PMRCRJ7Q9ZD,0
610,A2NBP5OTOYX3WK,0
611,A2460QZM5TZC4V,0
611,A1SCNO7L71ITFY,0
611,A3QTDW5WP4GFKV,0
611,A3D8YDQP3CFFT,0
611,A3TSHG5R492EHU,0
612,A3TSHG5R492EHU,0
612,A1YW00TFC187CC,0
612,A29PMRCRJ7Q9ZD,1
612,A1SCNO7L71ITFY,0
612,A2NBP5OTOYX3WK,0
613,A1C8QK1FPEOOZN,0
613,A3TSHG5R492EHU,0
613,A17G2QHR8AH5VV,0
613,A2NBP5OTOYX3WK,1
613,A2QNS7MODF0A2N,1
614,AADB14P6ZCSOC,1
614,A3TSHG5R492EHU,0
614,A3U1K9X1LXA5JA,1
614,A1D67BJW63N47G,1
614,A2F0NZQ8F9ON8C,1
615,A29PMRCRJ7Q9ZD,1
615,A39LJRF4LGAIX5,0
615,A1SCNO7L71ITFY,0
615,A3TSHG5R492EHU,0
615,A2NBP5OTOYX3WK,0
616,A29PMRCRJ7Q9ZD,0
616,A3D8YDQP3CFFT,0
616,A1SCNO7L71ITFY,0
616,A3QTDW5WP4GFKV,0
616,A2H3M1JVY991Q3,0
617,A37TAQZGFFIPF6,0
617,A3KUOOJQ1Y4QC0,1
617,AADB14P6ZCSOC,0
617,A2F0NZQ8F9ON8C,0
617,A3OZ8KF0HWSVWK,0
618,A39LJRF4LGAIX5,0
618,A3QTDW5WP4GFKV,1
618,A2N2KQXUPLNDWI,0
618,A2P37651146LL5,0
618,A3OZ8KF0HWSVWK,0
619,A20JR0E01UKKDC,1
619,ARX0S1CIDJLOX,1
619,AJWKHL2B85PZ9,1
619,A29PMRCRJ7Q9ZD,1
619,A2NBP5OTOYX3WK,1
620,A3TSHG5R492EHU,0
620,ARX0S1CIDJLOX,0
620,A2NDGTBR25ADTU,0
620,A2QNS7MODF0A2N,0
620,A1OI81FMMZ26J7,0
621,A3TSHG5R492EHU,0
621,A29PMRCRJ7Q9ZD,1
621,A17G2QHR8AH5VV,0
621,A1C8QK1FPEOOZN,1
621,A243EPKB9EW005,1
622,A3TSHG5R492EHU,0
622,A1SCNO7L71ITFY,0
622,A3QTDW5WP4GFKV,0
622,A39LJRF4LGAIX5,1
622,A1OI81FMMZ26J7,0
623,A17G2QHR8AH5VV,0
623,A3TSHG5R492EHU,1
623,A2460QZM5TZC4V,1
623,A1YW00TFC187CC,0
623,A1E3MS4AD1WM8V,1
624,A2H3M1JVY991Q3,0
624,A39LJRF4LGAIX5,0
624,A29PMRCRJ7Q9ZD,0
624,AADB14P6ZCSOC,1
624,A1SCNO7L71ITFY,0
625,A20JR0E01UKKDC,0
625,A2NBP5OTOYX3WK,0
625,A3TSHG5R492EHU,0
625,A2QNS7MODF0A2N,0
625,A1SCNO7L71ITFY,1
626,A3TSHG5R492EHU,0
626,A3CFNUD7VR2E1E,0
626,A1YW00TFC187CC,0
626,A3OZ8KF0HWSVWK,0
626,A1C8QK1FPEOOZN,0
627,A2NBP5OTOYX3WK,0
627,A1TTA3N401CZTS,1
627,A1SCNO7L71ITFY,1
627,A37TAQZGFFIPF6,1
627,A3TSHG5R492EHU,0
628,A1SCNO7L71ITFY,1
628,A20JR0E01UKKDC,1
628,A3CMYDBINK8ZS2,1
628,A3U1K9X1LXA5JA,1
628,A37TAQZGFFIPF6,1
629,A3TSHG5R492EHU,0
629,A1SCNO7L71ITFY,0
629,A2H3M1JVY991Q3,0
629,A3QJWBEC5A5OEG,0
629,A2460QZM5TZC4V,0
630,A3TSHG5R492EHU,0
630,AF3G0V1QQAU80,0
630,A39LJRF4LGAIX5,1
630,A17G2QHR8AH5VV,0
630,A1SCNO7L71ITFY,0
631,A37TAQZGFFIPF6,0
631,A3KUOOJQ1Y4QC0,1
631,A3TSHG5R492EHU,0
631,A1YW00TFC187CC,0
631,A1SCNO7L71ITFY,0
632,AADB14P6ZCSOC,0
632,A2460QZM5TZC4V,0
632,A3OZ8KF0HWSVWK,0
632,A1C8QK1FPEOOZN,0
632,A3TSHG5R492EHU,0
633,A3TSHG5R492EHU,0
633,A3R5A5DNW8WUZQ,0
633,A1SCNO7L71ITFY,1
633,A37TAQZGFFIPF6,1
633,A14PY6OO6SQ3K0,0
634,A2P37651146LL5,0
634,A29PMRCRJ7Q9ZD,0
634,A1SCNO7L71ITFY,0
634,A3TSHG5R492EHU,0
634,A2QNS7MODF0A2N,0
635,A3TSHG5R492EHU,0
635,A1SCNO7L71ITFY,0
635,ARX0S1CIDJLOX,0
635,AADB14P6ZCSOC,0
635,A2NBP5OTOYX3WK,0
636,A1SCNO7L71ITFY,0
636,A2NBP5OTOYX3WK,0
636,A37TAQZGFFIPF6,0
636,ARX0S1CIDJLOX,0
636,A1OI81FMMZ26J7,0
637,A2QNS7MODF0A2N,0
637,A37TAQZGFFIPF6,0
637,A1YW00TFC187CC,0
637,A2460QZM5TZC4V,0
637,A3TSHG5R492EHU,0
638,A1E3MS4AD1WM8V,1
638,A2QNS7MODF0A2N,0
638,A3TSHG5R492EHU,0
638,A2H3M1JVY991Q3,0
638,A1SCNO7L71ITFY,0
639,A3P08N6X9HDJ2V,0
639,A1SCNO7L71ITFY,0
639,A2F0NZQ8F9ON8C,0
639,AJWKHL2B85PZ9,0
639,A3U1K9X1LXA5JA,0
640,A2QNS7MODF0A2N,1
640,A3TSHG5R492EHU,0
640,A3P08N6X9HDJ2V,1
640,A3D8YDQP3CFFT,1
640,A2F0NZQ8F9ON8C,1
641,A1SCNO7L71ITFY,0
641,A2NBP5OTOYX3WK,0
641,A17G2QHR8AH5VV,1
641,AADB14P6ZCSOC,0
641,A29PMRCRJ7Q9ZD,0
642,A1SCNO7L71ITFY,0
642,A1YW00TFC187CC,0
642,A3CFNUD7VR2E1E,0
642,A2NBP5OTOYX3WK,0
642,A3TSHG5R492EHU,0
643,A3TSHG5R492EHU,0
643,A1YW00TFC187CC,1
643,A1SCNO7L71ITFY,1
643,A2QNS7MODF0A2N,1
643,A29PMRCRJ7Q9ZD,0
644,A3OZ8KF0HWSVWK,0
644,A3TSHG5R492EHU,0
644,A29PMRCRJ7Q9ZD,0
644,A1264GOK2Z3WSE,0
644,A2N2KQXUPLNDWI,0
645,A1D67BJW63N47G,0
645,A29PMRCRJ7Q9ZD,0
645,A2QNS7MODF0A2N,0
645,A3TSHG5R492EHU,0
645,A1SCNO7L71ITFY,1
646,A1OI81FMMZ26J7,1
646,A1SCNO7L71ITFY,1
646,ARX0S1CIDJLOX,1
646,A2H3M1JVY991Q3,1
646,A1YW00TFC187CC,1
647,A1SCNO7L71ITFY,1
647,A2H3M1JVY991Q3,1
647,A3U1K9X1LXA5JA,1
647,A2U3EWDHMY526T,1
647,A29PMRCRJ7Q9ZD,1
648,A1E3MS4AD1WM8V,0
648,A29PMRCRJ7Q9ZD,0
648,A3TSHG5R492EHU,0
648,A32JS1R9V5LB78,1
648,AADB14P6ZCSOC,1
649,A2QNS7MODF0A2N,0
649,A3OZ8KF0HWSVWK,0
649,A2460QZM5TZC4V,0
649,A3TSHG5R492EHU,0
649,AADB14P6ZCSOC,0
650,A1SCNO7L71ITFY,0
650,AQ3M9XJK8WOII,0
650,A2H3M1JVY991Q3,0
650,A2NBP5OTOYX3WK,0
650,A3TSHG5R492EHU,0
651,A3U5GS55UEF5C8,1
651,A3TSHG5R492EHU,0
651,A2QNS7MODF0A2N,1
651,A1SCNO7L71ITFY,1
651,A29PMRCRJ7Q9ZD,1
652,A1OI81FMMZ26J7,0
652,A1D67BJW63N47G,0
652,ARX0S1CIDJLOX,0
652,A3OZ8KF0HWSVWK,0
652,A3TSHG5R492EHU,0
653,A1YW00TFC187CC,0
653,A29PMRCRJ7Q9ZD,0
653,A2P37651146LL5,0
653,A3TSHG5R492EHU,0
653,ARX0S1CIDJLOX,0
654,A26UFW98CIYDOI,1
654,A2QNS7MODF0A2N,1
654,A3CMYDBINK8ZS2,1
654,A3HQX4BG2WZFTU,1
654,A3TSHG5R492EHU,0
655,A3TSHG5R492EHU,0
655,A37TAQZGFFIPF6,0
655,A2H3M1JVY991Q3,1
655,A2QNS7MODF0A2N,0
655,A1SCNO7L71ITFY,1
656,A39LJRF4LGAIX5,1
656,A1SCNO7L71ITFY,0
656,A3TSHG5R492EHU,1
656,A3P08N6X9HDJ2V,0
656,A2F0NZQ8F9ON8C,1
657,A17G2QHR8AH5VV,0
657,AJWKHL2B85PZ9,0
657,AADB14P6ZCSOC,0
657,A3NC9MZKCOD3T4,0
657,ARX0S1CIDJLOX,0
658,A1SCNO7L71ITFY,0
658,A3TSHG5R492EHU,0
658,A2NBP5OTOYX3WK,0
658,A243EPKB9EW005,0
658,AB5C1BRQTC19Q,0
659,A3TSHG5R492EHU,0
659,A29PMRCRJ7Q9ZD,0
659,A2NBP5OTOYX3WK,0
659,A1SCNO7L71ITFY,0
659,A2H3M1JVY991Q3,1
660,A1E3MS4AD1WM8V,0
660,A2N2KQXUPLNDWI,0
660,A39LJRF4LGAIX5,0
660,A2H3M1JVY991Q3,0
660,A1SCNO7L71ITFY,1
661,A3TSHG5R492EHU,0
661,A29PMRCRJ7Q9ZD,0
661,A9K49S97N9S9Y,0
661,A1SCNO7L71ITFY,0
661,AF3G0V1QQAU80,0
662,AADB14P6ZCSOC,0
662,A2QNS7MODF0A2N,0
662,A9K49S97N9S9Y,0
662,A1SCNO7L71ITFY,0
662,A3TSHG5R492EHU,0
663,A3U5GS55UEF5C8,1
663,A1SCNO7L71ITFY,0
663,A2QNS7MODF0A2N,0
